ne 1e14
Tgas_arc 3375
Tgas_cold 300
E 1.299e5
atol 1e8
rtol 0.002
electron_max_energy_eV 30
eedf_grid_number 300
time_span 0 1e-1
time_escape_plasma 0.511e-3
time_cold 0.511e-3 + 1e-2
