1.40e+01	9.53e-03
1.50e+01	4.94e-02
1.60e+01	6.82e-02
1.70e+01	6.50e-02
1.80e+01	6.10e-02
1.90e+01	5.88e-02
2.00e+01	5.82e-02
2.10e+01	5.89e-02
2.20e+01	6.05e-02
2.30e+01	6.26e-02
2.40e+01	6.49e-02
2.50e+01	6.74e-02
2.60e+01	6.98e-02
2.70e+01	7.22e-02
2.80e+01	7.44e-02
2.90e+01	7.64e-02
3.00e+01	7.83e-02
3.10e+01	8.01e-02
3.20e+01	8.17e-02
3.30e+01	8.31e-02
3.40e+01	8.44e-02
3.50e+01	8.55e-02
3.60e+01	8.65e-02
3.70e+01	8.74e-02
3.80e+01	8.82e-02
3.90e+01	8.89e-02
4.00e+01	8.95e-02
4.10e+01	9.01e-02
4.20e+01	9.05e-02
4.30e+01	9.09e-02
4.40e+01	9.12e-02
4.50e+01	9.14e-02
4.60e+01	9.16e-02
4.70e+01	9.18e-02
4.80e+01	9.19e-02
4.90e+01	9.19e-02
5.00e+01	9.19e-02
6.00e+01	9.07e-02
7.00e+01	8.79e-02
8.50e+01	8.30e-02
1.00e+02	7.81e-02
1.50e+02	6.45e-02
2.00e+02	5.50e-02
