1.935316275821774568e-04	0.000000000000000000e+00
1.025637313221694491e-03	2.875176957563512343e-40
1.859085410571670316e-03	2.191786172269164981e-37
2.693878085304857173e-03	7.075470598396092570e-36
3.530017506588656317e-03	7.524041628698856005e-35
4.367505847089669935e-03	4.517029723233855456e-34
5.206345282979363276e-03	1.912466152837969328e-33
6.046537993941170086e-03	6.397496987751119144e-33
6.888086163173712251e-03	1.805962724793707545e-32
7.730991977398127268e-03	4.485001207898347371e-32
8.575257626863175275e-03	1.007673533369757483e-31
9.420885305350679140e-03	2.089009047242094995e-31
1.026787721018318500e-02	4.053986512282878622e-31
1.111623554222651578e-02	7.444922540399042116e-31
1.196596250589776478e-02	1.304709571183080173e-30
1.281706030917006967e-02	2.196403959305036608e-30
1.366953116357882969e-02	3.570727259822262027e-30
1.452337728422659069e-02	5.630170477529247614e-30
1.537860088979126072e-02	8.640792759912709651e-30
1.623520420252833052e-02	1.294625545578241722e-29
1.709318944827875608e-02	1.898377383726710646e-29
1.795255885647473182e-02	2.730209456576366183e-29
1.881331466014446452e-02	3.858160221949142146e-29
1.967545909591994491e-02	5.365665322127424220e-29
2.053899440404038934e-02	7.354023034827408201e-29
2.140392282835912319e-02	9.945100570518786997e-29
2.227024661634990910e-02	1.328428946289918050e-28
2.313796801911138790e-02	1.754371774941044943e-28
2.400708929137562730e-02	2.292572608267570051e-28
2.487761269151045340e-02	2.966661435369493108e-28
2.574954048152766628e-02	3.804066484582592211e-28
2.662287492708836911e-02	4.836444737639713491e-28
2.749761829750807518e-02	6.100141132217816031e-28
2.837377286576514557e-02	7.636676886727422736e-28
2.925134090850300961e-02	9.493267325818855027e-28
3.013032470603882462e-02	1.172336953029858248e-27
3.101072654236802784e-02	1.438726008093066177e-27
3.189254870517077567e-02	1.755264311218910512e-27
3.277579348581893814e-02	2.129528883940219920e-27
3.366046317937987364e-02	2.569970267097897645e-27
3.454656008462364536e-02	3.085982496672706312e-27
3.543408650402912752e-02	3.687976145346993104e-27
3.632304474378911241e-02	4.387454426057950028e-27
3.721343711381830399e-02	5.197092349051444937e-27
3.810526592775664856e-02	6.130818919306913360e-27
3.899853350297688426e-02	7.203902356698709755e-27
3.989324216059053629e-02	8.433038316859743295e-27
4.078939422545346805e-02	9.836441086453071483e-27
4.168699202617176525e-02	1.143393772242459106e-26
4.258603789510984061e-02	1.324706510080191450e-26
4.348653416839309838e-02	1.529916983672095146e-26
4.438848318591637199e-02	1.761551103364961491e-26
