4.2889e+00 0.0000e+00
4.2979e+00 5.2543e-24
4.3079e+00 9.4024e-24
4.3179e+00 1.0232e-23
4.3279e+00 1.1062e-23
4.3479e+00 1.1891e-23
4.3779e+00 1.2168e-23
4.3979e+00 1.1891e-23
4.4479e+00 1.1062e-23
4.4979e+00 1.0232e-23
4.5979e+00 8.5728e-24
4.7979e+00 6.8029e-24
4.9979e+00 5.5308e-24
5.4979e+00 4.2034e-24
5.9979e+00 3.5397e-24
6.9979e+00 2.7101e-24
8.4979e+00 2.4336e-24
9.9979e+00 2.2676e-24
1.1998e+01 2.6548e-24
1.3998e+01 1.4380e-24
2.8998e+01 7.4666e-25
3.3998e+01 5.5308e-25
1.0400e+02 0.0000e+00
