1.4033e+01 0.0000e+00
1.9533e+01 2.7900e-22
2.4533e+01 1.3900e-21
2.9533e+01 2.4700e-21
3.4533e+01 2.8100e-21
3.9533e+01 2.9900e-21
4.4533e+01 3.1900e-21
4.9533e+01 3.3900e-21
5.4533e+01 3.6200e-21
5.9533e+01 3.6900e-21
6.4533e+01 3.7900e-21
6.9533e+01 3.8000e-21
7.4533e+01 3.8600e-21
7.9533e+01 3.8900e-21
8.4533e+01 3.9000e-21
8.9533e+01 3.9000e-21
9.4533e+01 3.8900e-21
1.0453e+02 3.8600e-21
1.1453e+02 3.7800e-21
1.3453e+02 3.6500e-21
1.5453e+02 3.4000e-21
1.7453e+02 3.3300e-21
1.9453e+02 3.1400e-21
2.1953e+02 3.0000e-21
2.4453e+02 2.7800e-21
2.6953e+02 2.6900e-21
2.9453e+02 2.5000e-21
3.4453e+02 2.2600e-21
3.9453e+02 2.1100e-21
4.4453e+02 1.9300e-21
4.9453e+02 1.7800e-21
5.4453e+02 1.6500e-21
5.9453e+02 1.5400e-21
6.4453e+02 1.4500e-21
6.9453e+02 1.3900e-21
7.4453e+02 1.3200e-21
7.9453e+02 1.2400e-21
8.4453e+02 1.1900e-21
8.9453e+02 1.1300e-21
9.4453e+02 1.1000e-21
9.9453e+02 1.0300e-21
