3.5048e+00 0.0000e+00
3.5138e+00 2.3548e-23
3.5238e+00 4.2139e-23
3.5338e+00 4.5857e-23
3.5438e+00 4.9575e-23
3.5638e+00 5.3293e-23
3.5938e+00 5.4533e-23
3.6138e+00 5.3293e-23
3.6638e+00 4.9575e-23
3.7138e+00 4.5857e-23
3.8138e+00 3.8421e-23
4.0138e+00 3.0489e-23
4.2138e+00 2.4788e-23
4.7138e+00 1.8839e-23
5.2138e+00 1.5864e-23
6.2138e+00 1.2146e-23
7.7138e+00 1.0907e-23
9.2138e+00 1.0163e-23
1.1214e+01 1.1898e-23
1.3214e+01 6.4448e-24
2.8214e+01 3.3463e-24
3.3214e+01 2.4788e-24
1.0321e+02 0.0000e+00
