1.40e+01	3.47e-02
1.50e+01	4.98e-02
1.60e+01	4.87e-02
1.70e+01	4.59e-02
1.80e+01	4.42e-02
1.90e+01	4.39e-02
2.00e+01	4.45e-02
2.10e+01	4.59e-02
2.20e+01	4.76e-02
2.30e+01	4.95e-02
2.40e+01	5.14e-02
2.50e+01	5.34e-02
2.60e+01	5.51e-02
2.70e+01	5.68e-02
2.80e+01	5.84e-02
2.90e+01	5.98e-02
3.00e+01	6.11e-02
3.10e+01	6.22e-02
3.20e+01	6.33e-02
3.30e+01	6.42e-02
3.40e+01	6.50e-02
3.50e+01	6.57e-02
3.60e+01	6.63e-02
3.70e+01	6.68e-02
3.80e+01	6.73e-02
3.90e+01	6.77e-02
4.00e+01	6.80e-02
4.10e+01	6.83e-02
4.20e+01	6.85e-02
4.30e+01	6.86e-02
4.40e+01	6.88e-02
4.50e+01	6.88e-02
4.60e+01	6.89e-02
4.70e+01	6.89e-02
4.80e+01	6.89e-02
4.90e+01	6.89e-02
5.00e+01	6.88e-02
5.50e+01	6.82e-02
6.00e+01	6.72e-02
6.50e+01	6.61e-02
7.00e+01	6.48e-02
7.50e+01	6.35e-02
1.00e+02	5.70e-02
1.50e+02	4.68e-02
2.00e+02	3.97e-02
