1.20e+01	1.68e-01
1.30e+01	2.32e-01
1.40e+01	3.16e-01
1.50e+01	2.98e-01
1.60e+01	2.84e-01
1.70e+01	2.82e-01
1.80e+01	2.86e-01
1.90e+01	2.96e-01
2.00e+01	3.07e-01
2.10e+01	3.20e-01
2.20e+01	3.34e-01
2.30e+01	3.46e-01
2.40e+01	3.59e-01
2.50e+01	3.70e-01
2.60e+01	3.79e-01
2.70e+01	3.89e-01
2.80e+01	3.97e-01
2.90e+01	4.04e-01
3.00e+01	4.10e-01
3.10e+01	4.15e-01
3.20e+01	4.21e-01
3.30e+01	4.24e-01
3.40e+01	4.28e-01
3.50e+01	4.30e-01
3.60e+01	4.33e-01
3.70e+01	4.35e-01
3.80e+01	4.36e-01
3.90e+01	4.38e-01
4.00e+01	4.39e-01
4.10e+01	4.39e-01
4.20e+01	4.40e-01
4.30e+01	4.39e-01
4.40e+01	4.39e-01
4.50e+01	4.39e-01
4.60e+01	4.38e-01
4.70e+01	4.38e-01
4.80e+01	4.37e-01
4.90e+01	4.36e-01
5.00e+01	4.35e-01
5.50e+01	4.28e-01
6.00e+01	4.21e-01
6.50e+01	4.11e-01
7.00e+01	4.02e-01
7.50e+01	3.93e-01
8.50e+01	3.75e-01
1.00e+02	3.50e-01
1.50e+02	2.85e-01
2.00e+02	2.41e-01
