1.20e+01	2.64e-05
1.30e+01	1.22e-02
1.40e+01	1.67e-02
1.50e+01	2.10e-02
1.60e+01	2.25e-02
1.70e+01	2.65e-02
1.80e+01	2.94e-02
1.90e+01	3.11e-02
2.00e+01	3.24e-02
2.10e+01	3.34e-02
2.20e+01	3.43e-02
2.30e+01	3.51e-02
2.40e+01	3.58e-02
2.50e+01	3.62e-02
2.60e+01	3.66e-02
2.70e+01	3.69e-02
2.80e+01	3.71e-02
2.90e+01	3.72e-02
3.00e+01	3.72e-02
3.10e+01	3.72e-02
3.20e+01	3.71e-02
3.30e+01	3.70e-02
3.40e+01	3.68e-02
3.50e+01	3.66e-02
3.60e+01	3.64e-02
3.70e+01	3.62e-02
3.80e+01	3.60e-02
3.90e+01	3.57e-02
4.00e+01	3.55e-02
4.10e+01	3.52e-02
4.20e+01	3.49e-02
4.30e+01	3.46e-02
4.40e+01	3.43e-02
4.50e+01	3.41e-02
4.60e+01	3.38e-02
4.70e+01	3.35e-02
4.80e+01	3.32e-02
4.90e+01	3.29e-02
5.00e+01	3.26e-02
6.00e+01	2.99e-02
7.00e+01	2.75e-02
8.50e+01	2.46e-02
1.00e+02	2.22e-02
1.50e+02	1.69e-02
2.00e+02	1.37e-02
