1.40e+01	2.49e-03
1.50e+01	3.48e-03
1.60e+01	3.95e-03
1.70e+01	4.00e-03
1.80e+01	4.55e-03
1.90e+01	4.77e-03
2.00e+01	4.86e-03
2.10e+01	4.87e-03
2.20e+01	4.91e-03
2.30e+01	4.99e-03
2.40e+01	5.09e-03
2.50e+01	5.22e-03
2.60e+01	5.37e-03
2.70e+01	5.51e-03
2.80e+01	5.67e-03
2.90e+01	5.82e-03
3.00e+01	5.96e-03
3.10e+01	6.10e-03
3.20e+01	6.23e-03
3.30e+01	6.35e-03
3.40e+01	6.46e-03
3.50e+01	6.57e-03
3.60e+01	6.67e-03
3.70e+01	6.75e-03
3.80e+01	6.83e-03
3.90e+01	6.91e-03
4.00e+01	6.97e-03
4.10e+01	7.03e-03
4.20e+01	7.09e-03
4.30e+01	7.13e-03
4.40e+01	7.17e-03
4.50e+01	7.21e-03
4.60e+01	7.24e-03
4.70e+01	7.27e-03
4.80e+01	7.30e-03
4.90e+01	7.32e-03
5.00e+01	7.33e-03
5.50e+01	7.37e-03
6.00e+01	7.36e-03
6.50e+01	7.31e-03
7.00e+01	7.23e-03
7.50e+01	7.14e-03
1.00e+02	6.58e-03
1.50e+02	5.55e-03
2.00e+02	4.78e-03
